"FarmID","FarmScaleID","SpeciesID","Certification","DiseaseID","DiseaseDiagnosis","SubstanceUsed","SubstanceCategory","Location","Disease","DiseaseSigns","AffectPart","Agent","Cause"
"2-2-032-30","Medium","Penaeus monodon","No certification","Weaken tail","Shrimp behaviour","Viva Soil","Unknown","Khulna","Weaken Tail","Slow swimming and white telson","Appendages","Unknown","Unknown"
"2-2-032-30","Medium","Penaeus monodon","No certification","Weaken tail","Shrimp behaviour","Zymetin","Probiotic","Khulna","Weaken Tail","Slow swimming and white telson","Appendages","Unknown","Unknown"
"2-2-032-31","Medium","Penaeus monodon","No certification","Rostrum broken","Experience","Calmag","Immunostimulant","Khulna","Physical Injury","Broken rostrum","Rostrum","None","Physical"
"2-2-032-31","Medium","Penaeus monodon","No certification","Rostrum broken","Shrimp behaviour","pH Fixer","Probiotic","Khulna","Physical Injury","Broken rostrum","Rostrum","None","Physical"
"2-2-032-31","Medium","Penaeus monodon","No certification","Rostrum broken","Shrimp behaviour","Soda mix","Immunostimulant","Khulna","Physical Injury","Broken rostrum","Rostrum","None","Physical"
"2-2-032-31","Medium","Penaeus monodon","No certification","Rostrum broken","Shrimp behaviour","Super PS","Probiotic","Khulna","Physical Injury","Broken rostrum","Rostrum","None","Physical"
"2-2-033-01","Small","Penaeus monodon","Don’t know","WSSV","Shrimp behaviour","Calmag","Immunostimulant","Khulna","WSSV","White spots on carapace, appendages and cuticle","Body/appendages","Virus","Infectious"
"2-2-033-01","Small","Penaeus monodon","Don’t know","EMS","Shrimp behaviour","K-Max","Immunostimulant","Khulna","Early Mortality Sydrome","Pale hepatopancreas and empty stomach","Digestive","Bacteria","Infectious"
"2-2-033-01","Small","Penaeus monodon","Don’t know","EMS","Shrimp behaviour","Mutagen","Immunostimulant, Feed additive","Khulna","Early Mortality Sydrome","Pale hepatopancreas and empty stomach","Digestive","Bacteria","Infectious"
"2-2-033-01","Small","Penaeus monodon","Don’t know","EMS","Shrimp behaviour","pH Fixer","Probiotic","Khulna","Early Mortality Sydrome","Pale hepatopancreas and empty stomach","Digestive","Bacteria","Infectious"
"2-2-033-01","Small","Penaeus monodon","Don’t know","EMS","Shrimp behaviour","Pro-2","Probiotic","Khulna","Early Mortality Sydrome","Pale hepatopancreas and empty stomach","Digestive","Bacteria","Infectious"
"2-2-033-01","Small","Penaeus monodon","Don’t know","EMS","Shrimp behaviour","Pro-W","Probiotic","Khulna","Early Mortality Sydrome","Pale hepatopancreas and empty stomach","Digestive","Bacteria","Infectious"
"2-2-033-01","Small","Penaeus monodon","Don’t know","EMS","Shrimp behaviour","Sentrox-Oma gel","Organic and inorganic compounds","Khulna","Early Mortality Sydrome","Pale hepatopancreas and empty stomach","Digestive","Bacteria","Infectious"
"2-2-033-01","Small","Penaeus monodon","Don’t know","EMS","Shrimp behaviour","Soda mix","Immunostimulant","Khulna","Early Mortality Sydrome","Pale hepatopancreas and empty stomach","Digestive","Bacteria","Infectious"
"2-2-033-01","Small","Penaeus monodon","Don’t know","EMS","Shrimp behaviour","Super Biotic","Probiotic","Khulna","Early Mortality Sydrome","Pale hepatopancreas and empty stomach","Digestive","Bacteria","Infectious"
"2-2-033-01","Small","Penaeus monodon","Don’t know","EMS","Shrimp behaviour","Super PS","Probiotic","Khulna","Early Mortality Sydrome","Pale hepatopancreas and empty stomach","Digestive","Bacteria","Infectious"
"2-2-033-01","Small","Penaeus monodon","Don’t know","EMS","Shrimp behaviour","Zymetin","Probiotic","Khulna","Early Mortality Sydrome","Pale hepatopancreas and empty stomach","Digestive","Bacteria","Infectious"
"2-2-034-01","Small","Penaeus monodon","Don’t know","White spot","Mortality rate","Bio-trim","Probiotic","Khulna","WSSV","White spots on carapace, appendages and cuticle","Body/appendages","Virus","Infectious"
"2-2-034-01","Small","Penaeus monodon","No certification","EMS","Experience","C-152","Immunostimulant","Khulna","Early Mortality Sydrome","Pale hepatopancreas and empty stomach","Digestive","Bacteria","Infectious"
"2-2-034-01","Small","Penaeus monodon","No certification","EMS","Shrimp behaviour","Calmag","Immunostimulant","Khulna","Early Mortality Sydrome","Pale hepatopancreas and empty stomach","Digestive","Bacteria","Infectious"
"2-2-034-01","Small","Penaeus monodon","No certification","EMS","At harvest","K-Max","Immunostimulant","Khulna","Early Mortality Sydrome","Pale hepatopancreas and empty stomach","Digestive","Bacteria","Infectious"
"2-2-034-01","Small","Penaeus monodon","No certification","EMS","At harvest","Mutagen","Immunostimulant, Feed additive","Khulna","Early Mortality Sydrome","Pale hepatopancreas and empty stomach","Digestive","Bacteria","Infectious"
"2-2-034-01","Small","Penaeus monodon","No certification","EMS","At harvest","pH Fixer","Probiotic","Khulna","Early Mortality Sydrome","Pale hepatopancreas and empty stomach","Digestive","Bacteria","Infectious"
"2-2-034-01","Small","Penaeus monodon","No certification","EMS","At harvest","Soda mix","Immunostimulant","Khulna","Early Mortality Sydrome","Pale hepatopancreas and empty stomach","Digestive","Bacteria","Infectious"
"2-2-034-01","Small","Penaeus monodon","No certification","EMS","At harvest","Super PS","Probiotic","Khulna","Early Mortality Sydrome","Pale hepatopancreas and empty stomach","Digestive","Bacteria","Infectious"
"2-2-034-01","Small","Penaeus monodon","No certification","EMS","At harvest","Zymetin","Probiotic","Khulna","Early Mortality Sydrome","Pale hepatopancreas and empty stomach","Digestive","Bacteria","Infectious"
"2-2-034-02","Large","Penaeus monodon","Don’t know","WSSV","Experience","A. Soil","Mineral elements","Khulna","WSSV","White spots on carapace, appendages and cuticle","Body/appendages","Virus","Infectious"
"2-2-034-02","Large","Penaeus monodon","Don’t know","EMS","Shrimp behaviour","Bio-trim","Probiotic","Khulna","Early Mortality Sydrome","Pale hepatopancreas and empty stomach","Digestive","Bacteria","Infectious"
"2-2-034-02","Large","Penaeus monodon","Don’t know","EMS","Mortality rate","C-170","Immunostimulant","Khulna","Early Mortality Sydrome","Pale hepatopancreas and empty stomach","Digestive","Bacteria","Infectious"
"2-2-034-02","Large","Penaeus monodon","Don’t know","EMS","Mortality rate","Calmag","Immunostimulant","Khulna","Early Mortality Sydrome","Pale hepatopancreas and empty stomach","Digestive","Bacteria","Infectious"
"2-2-034-02","Large","Penaeus monodon","Don’t know","EMS","Mortality rate","K-Max","Immunostimulant","Khulna","Early Mortality Sydrome","Pale hepatopancreas and empty stomach","Digestive","Bacteria","Infectious"
"2-2-034-02","Large","Penaeus monodon","Don’t know","EMS","Mortality rate","Mutagen","Immunostimulant, Feed additive","Khulna","Early Mortality Sydrome","Pale hepatopancreas and empty stomach","Digestive","Bacteria","Infectious"
"2-2-034-02","Large","Penaeus monodon","Don’t know","EMS","Mortality rate","pH Fixer","Probiotic","Khulna","Early Mortality Sydrome","Pale hepatopancreas and empty stomach","Digestive","Bacteria","Infectious"
"2-2-034-02","Large","Penaeus monodon","Don’t know","EMS","Mortality rate","Soda mix","Immunostimulant","Khulna","Early Mortality Sydrome","Pale hepatopancreas and empty stomach","Digestive","Bacteria","Infectious"
"2-2-034-02","Large","Penaeus monodon","Don’t know","EMS","Mortality rate","Super Biotic","Probiotic","Khulna","Early Mortality Sydrome","Pale hepatopancreas and empty stomach","Digestive","Bacteria","Infectious"
"2-2-034-02","Large","Penaeus monodon","Don’t know","EMS","Mortality rate","Super PS","Probiotic","Khulna","Early Mortality Sydrome","Pale hepatopancreas and empty stomach","Digestive","Bacteria","Infectious"
"2-2-034-02","Large","Penaeus monodon","Don’t know","EMS","Mortality rate","Zymetin","Probiotic","Khulna","Early Mortality Sydrome","Pale hepatopancreas and empty stomach","Digestive","Bacteria","Infectious"
"2-2-036-01","Large","Penaeus monodon","No certification","WSSV","Mortality rate","Calmag","Immunostimulant","Khulna","WSSV","White spots on carapace, appendages and cuticle","Body/appendages","Virus","Infectious"
"2-2-036-01","Large","Penaeus monodon","No certification","Black gill","PHP/Feed company technician","K-Max","Immunostimulant","Khulna","Black Gill Disease","Black Spots on Gill","Gills","Bacteria/Fungus","Infectious"
"2-2-036-01","Large","Penaeus monodon","No certification","Black gill","PHP/Feed company technician","Mutagen","Immunostimulant, Feed additive","Khulna","Black Gill Disease","Black Spots on Gill","Gills","Bacteria/Fungus","Infectious"
"2-2-036-01","Large","Penaeus monodon","No certification","Black gill","PHP/Feed company technician","Soda mix","Immunostimulant","Khulna","Black Gill Disease","Black Spots on Gill","Gills","Bacteria/Fungus","Infectious"
"2-2-036-01","Large","Penaeus monodon","No certification","Black gill","PHP/Feed company technician","Super PS","Probiotic","Khulna","Black Gill Disease","Black Spots on Gill","Gills","Bacteria/Fungus","Infectious"
"2-2-036-01","Large","Penaeus monodon","No certification","Black gill","PHP/Feed company technician","Zymetin","Probiotic","Khulna","Black Gill Disease","Black Spots on Gill","Gills","Bacteria/Fungus","Infectious"
"2-2-036-02","Small","Penaeus monodon","Don’t know","WSSV","Experience","A. Soil","Mineral elements","Khulna","WSSV","White spots on carapace, appendages and cuticle","Body/appendages","Virus","Infectious"
"2-2-036-02","Small","Penaeus monodon","Don’t know","Black gill","Other farmers experience","C-175","Immunostimulant","Khulna","Black Gill Disease","Black Spots on Gill","Gills","Bacteria/Fungus","Infectious"
"2-2-036-02","Small","Penaeus monodon","Don’t know","EMS","Shrimp behaviour","Calmag","Immunostimulant","Khulna","Early Mortality Sydrome","Pale hepatopancreas and empty stomach","Digestive","Bacteria","Infectious"
"2-2-036-02","Small","Penaeus monodon","Don’t know","Fouling","Mortality rate","K-Max","Immunostimulant","Khulna","Cotton Shrimp Disease","Cotton-like appearance of muscle tissue","Body","Parasite","Infectious"
"2-2-036-02","Small","Penaeus monodon","Don’t know","Fouling","PHP/Feed company technician","Mutagen","Immunostimulant, Feed additive","Khulna","Cotton Shrimp Disease","Cotton-like appearance of muscle tissue","Body","Parasite","Infectious"
"2-2-036-02","Small","Penaeus monodon","Don’t know","Fouling","PHP/Feed company technician","pH Fixer","Probiotic","Khulna","Cotton Shrimp Disease","Cotton-like appearance of muscle tissue","Body","Parasite","Infectious"
"2-2-036-02","Small","Penaeus monodon","Don’t know","Fouling","PHP/Feed company technician","Sea Fresh","Oxygen supplier","Khulna","Cotton Shrimp Disease","Cotton-like appearance of muscle tissue","Body","Parasite","Infectious"
"2-2-036-02","Small","Penaeus monodon","Don’t know","Fouling","PHP/Feed company technician","Soda mix","Immunostimulant","Khulna","Cotton Shrimp Disease","Cotton-like appearance of muscle tissue","Body","Parasite","Infectious"
"2-2-036-02","Small","Penaeus monodon","Don’t know","Fouling","PHP/Feed company technician","Super Biotic","Probiotic","Khulna","Cotton Shrimp Disease","Cotton-like appearance of muscle tissue","Body","Parasite","Infectious"
"2-2-036-02","Small","Penaeus monodon","Don’t know","Fouling","PHP/Feed company technician","Super PS","Probiotic","Khulna","Cotton Shrimp Disease","Cotton-like appearance of muscle tissue","Body","Parasite","Infectious"
"2-2-036-02","Small","Penaeus monodon","Don’t know","Fouling","PHP/Feed company technician","Zymetin","Probiotic","Khulna","Cotton Shrimp Disease","Cotton-like appearance of muscle tissue","Body","Parasite","Infectious"
"2-2-036-03","Medium","Penaeus monodon","Don’t know","Black gill","Experience","A. Soil","Mineral elements","Khulna","Black Gill Disease","Black Spots on Gill","Gills","Bacteria/Fungus","Infectious"
"2-2-036-03","Medium","Penaeus monodon","Don’t know","Cramping","Other farmers experience","Bio-trim","Probiotic","Khulna","Cramping","Curved, rigid body","Body","None","Physical/Nutritional"
"2-2-036-03","Medium","Penaeus monodon","Don’t know","Fouling","Shrimp behaviour","C-186","Immunostimulant","Khulna","Cotton Shrimp Disease","Cotton-like appearance of muscle tissue","Body","Parasite","Infectious"
"2-2-036-03","Medium","Penaeus monodon","Don’t know","Fouling","Mortality rate","Calmag","Immunostimulant","Khulna","Cotton Shrimp Disease","Cotton-like appearance of muscle tissue","Body","Parasite","Infectious"
"2-2-036-03","Medium","Penaeus monodon","Don’t know","Fouling","PHP/Feed company technician","K-Max","Immunostimulant","Khulna","Cotton Shrimp Disease","Cotton-like appearance of muscle tissue","Body","Parasite","Infectious"
"2-2-036-03","Medium","Penaeus monodon","Don’t know","Fouling","PHP/Feed company technician","Mutagen","Immunostimulant, Feed additive","Khulna","Cotton Shrimp Disease","Cotton-like appearance of muscle tissue","Body","Parasite","Infectious"
"2-2-036-03","Medium","Penaeus monodon","Don’t know","Fouling","PHP/Feed company technician","pH Fixer","Probiotic","Khulna","Cotton Shrimp Disease","Cotton-like appearance of muscle tissue","Body","Parasite","Infectious"
"2-2-036-03","Medium","Penaeus monodon","Don’t know","Fouling","PHP/Feed company technician","Soda mix","Immunostimulant","Khulna","Cotton Shrimp Disease","Cotton-like appearance of muscle tissue","Body","Parasite","Infectious"
"2-2-036-03","Medium","Penaeus monodon","Don’t know","Fouling","PHP/Feed company technician","Super Biotic","Probiotic","Khulna","Cotton Shrimp Disease","Cotton-like appearance of muscle tissue","Body","Parasite","Infectious"
"2-2-036-03","Medium","Penaeus monodon","Don’t know","Fouling","PHP/Feed company technician","Super PS","Probiotic","Khulna","Cotton Shrimp Disease","Cotton-like appearance of muscle tissue","Body","Parasite","Infectious"
"2-2-036-03","Medium","Penaeus monodon","Don’t know","Fouling","PHP/Feed company technician","Zymetin","Probiotic","Khulna","Cotton Shrimp Disease","Cotton-like appearance of muscle tissue","Body","Parasite","Infectious"
"2-2-037-01","Medium","Penaeus monodon","Don’t know","WSSV","Experience","A. Soil","Mineral elements","Khulna","WSSV","White spots on carapace, appendages and cuticle","Body/appendages","Virus","Infectious"
"2-2-037-01","Medium","Penaeus monodon","Don’t know","EMS","Shrimp behaviour","Bio-trim","Probiotic","Khulna","Early Mortality Sydrome","Pale hepatopancreas and empty stomach","Digestive","Bacteria","Infectious"
"2-2-037-01","Medium","Penaeus monodon","Don’t know","EMS","Mortality rate","Biozyme","Immunostimulant","Khulna","Early Mortality Sydrome","Pale hepatopancreas and empty stomach","Digestive","Bacteria","Infectious"
"2-2-037-01","Medium","Penaeus monodon","Don’t know","EMS","Mortality rate","Gut Plus","Probiotic, Immunostimulant","Khulna","Early Mortality Sydrome","Pale hepatopancreas and empty stomach","Digestive","Bacteria","Infectious"
"2-2-037-01","Medium","Penaeus monodon","Don’t know","EMS","Mortality rate","Mutagen","Immunostimulant, Feed additive","Khulna","Early Mortality Sydrome","Pale hepatopancreas and empty stomach","Digestive","Bacteria","Infectious"
"2-2-037-01","Medium","Penaeus monodon","Don’t know","EMS","Mortality rate","pH Fixer","Probiotic","Khulna","Early Mortality Sydrome","Pale hepatopancreas and empty stomach","Digestive","Bacteria","Infectious"
"2-2-037-01","Medium","Penaeus monodon","Don’t know","EMS","Mortality rate","Pro-W","Probiotic","Khulna","Early Mortality Sydrome","Pale hepatopancreas and empty stomach","Digestive","Bacteria","Infectious"
"2-2-037-01","Medium","Penaeus monodon","Don’t know","EMS","Mortality rate","Soda mix","Immunostimulant","Khulna","Early Mortality Sydrome","Pale hepatopancreas and empty stomach","Digestive","Bacteria","Infectious"
"2-2-037-01","Medium","Penaeus monodon","Don’t know","EMS","Mortality rate","Super Biotic","Probiotic","Khulna","Early Mortality Sydrome","Pale hepatopancreas and empty stomach","Digestive","Bacteria","Infectious"
"2-2-037-01","Medium","Penaeus monodon","Don’t know","EMS","Mortality rate","Zymetin","Probiotic","Khulna","Early Mortality Sydrome","Pale hepatopancreas and empty stomach","Digestive","Bacteria","Infectious"
"2-2-037-02","Small","Penaeus monodon","Don’t know","WSSV","Experience","A. Soil","Mineral elements","Khulna","WSSV","White spots on carapace, appendages and cuticle","Body/appendages","Virus","Infectious"
"2-2-037-02","Small","Penaeus monodon","Don’t know","EMS","Shrimp behaviour","Bio-trim","Probiotic","Khulna","Early Mortality Sydrome","Pale hepatopancreas and empty stomach","Digestive","Bacteria","Infectious"
"2-2-037-02","Small","Penaeus monodon","Don’t know","EMS","Mortality rate","C-171","Immunostimulant","Khulna","Early Mortality Sydrome","Pale hepatopancreas and empty stomach","Digestive","Bacteria","Infectious"
"2-2-037-02","Small","Penaeus monodon","Don’t know","EMS","Mortality rate","Calmag","Immunostimulant","Khulna","Early Mortality Sydrome","Pale hepatopancreas and empty stomach","Digestive","Bacteria","Infectious"
"2-2-037-02","Small","Penaeus monodon","Don’t know","EMS","Mortality rate","K-Max","Immunostimulant","Khulna","Early Mortality Sydrome","Pale hepatopancreas and empty stomach","Digestive","Bacteria","Infectious"
"2-2-037-02","Small","Penaeus monodon","Don’t know","EMS","Mortality rate","Mutagen","Immunostimulant, Feed additive","Khulna","Early Mortality Sydrome","Pale hepatopancreas and empty stomach","Digestive","Bacteria","Infectious"
"2-2-037-02","Small","Penaeus monodon","Don’t know","EMS","Mortality rate","pH Fixer","Probiotic","Khulna","Early Mortality Sydrome","Pale hepatopancreas and empty stomach","Digestive","Bacteria","Infectious"
"2-2-037-02","Small","Penaeus monodon","Don’t know","EMS","Mortality rate","Sea Max","Trace minerals","Khulna","Early Mortality Sydrome","Pale hepatopancreas and empty stomach","Digestive","Bacteria","Infectious"
"2-2-037-02","Small","Penaeus monodon","Don’t know","EMS","Mortality rate","Soda mix","Immunostimulant","Khulna","Early Mortality Sydrome","Pale hepatopancreas and empty stomach","Digestive","Bacteria","Infectious"
"2-2-037-02","Small","Penaeus monodon","Don’t know","EMS","Mortality rate","Super Biotic","Probiotic","Khulna","Early Mortality Sydrome","Pale hepatopancreas and empty stomach","Digestive","Bacteria","Infectious"
"2-2-037-02","Small","Penaeus monodon","Don’t know","EMS","Mortality rate","Super PS","Probiotic","Khulna","Early Mortality Sydrome","Pale hepatopancreas and empty stomach","Digestive","Bacteria","Infectious"
"2-2-037-02","Small","Penaeus monodon","Don’t know","EMS","Mortality rate","Viva Growth","Unknown","Khulna","Early Mortality Sydrome","Pale hepatopancreas and empty stomach","Digestive","Bacteria","Infectious"
"2-2-037-02","Small","Penaeus monodon","Don’t know","EMS","Mortality rate","Viva Pond","Unknown","Khulna","Early Mortality Sydrome","Pale hepatopancreas and empty stomach","Digestive","Bacteria","Infectious"
"2-2-037-02","Small","Penaeus monodon","Don’t know","EMS","Mortality rate","Viva Soil","Unknown","Khulna","Early Mortality Sydrome","Pale hepatopancreas and empty stomach","Digestive","Bacteria","Infectious"
"2-2-037-02","Small","Penaeus monodon","Don’t know","EMS","Mortality rate","Zymetin","Probiotic","Khulna","Early Mortality Sydrome","Pale hepatopancreas and empty stomach","Digestive","Bacteria","Infectious"
"2-2-038-01","Small","Penaeus monodon","No certification","WSSV","Experience","China Aqua Jet Plus","Bactericide/fungicide/virustatic","Khulna","WSSV","White spots on carapace, appendages and cuticle","Body/appendages","Virus","Infectious"
"2-2-038-01","Small","Penaeus monodon","No certification","WSSV","Mortality rate","China Aqua Jet Plus","Bactericide/fungicide/virustatic","Khulna","WSSV","White spots on carapace, appendages and cuticle","Body/appendages","Virus","Infectious"
"2-2-038-02","Medium","Penaeus monodon","No certification","WSSV","Experience","CeVit- Aqua","Vitamins","Khulna","WSSV","White spots on carapace, appendages and cuticle","Body/appendages","Virus","Infectious"
"2-2-038-02","Medium","Penaeus monodon","No certification","WSSV","Mortality rate","Water care","Oxygen supplier, Toxic gas reducer","Khulna","WSSV","White spots on carapace, appendages and cuticle","Body/appendages","Virus","Infectious"
"2-2-038-03","Medium","Penaeus monodon","No certification","WSSV","Experience","CeVit- Aqua","Vitamins","Khulna","WSSV","White spots on carapace, appendages and cuticle","Body/appendages","Virus","Infectious"
"2-2-038-03","Medium","Penaeus monodon","No certification","WSSV","Experience","Water care","Oxygen supplier, Toxic gas reducer","Khulna","WSSV","White spots on carapace, appendages and cuticle","Body/appendages","Virus","Infectious"
"2-2-038-04","Medium","Penaeus monodon","No certification","WSSV","Experience","Bio clean","Toxic gas reducer","Khulna","WSSV","White spots on carapace, appendages and cuticle","Body/appendages","Virus","Infectious"
"2-2-038-04","Medium","Penaeus monodon","No certification","WSSV","Mortality rate","Prawn Tech","Anticeptic","Khulna","WSSV","White spots on carapace, appendages and cuticle","Body/appendages","Virus","Infectious"
"2-2-038-05","Small","Penaeus monodon","No certification","Rostrum broken","Experience","Calmag","Immunostimulant","Khulna","Physical Injury","Broken rostrum","Rostrum","None","Physical"
"2-2-038-05","Small","Penaeus monodon","No certification","Rostrum broken","Shrimp behaviour","pH Fixer","Probiotic","Khulna","Physical Injury","Broken rostrum","Rostrum","None","Physical"
"2-2-038-05","Small","Penaeus monodon","No certification","Rostrum broken","Shrimp behaviour","Soda mix","Immunostimulant","Khulna","Physical Injury","Broken rostrum","Rostrum","None","Physical"
"2-2-038-05","Small","Penaeus monodon","No certification","Rostrum broken","Shrimp behaviour","Super PS","Probiotic","Khulna","Physical Injury","Broken rostrum","Rostrum","None","Physical"
"2-2-038-06","Small","Penaeus monodon","No certification","Rostrum broken","Experience","C-155","Immunostimulant","Khulna","Physical Injury","Broken rostrum","Rostrum","None","Physical"
"2-2-038-06","Small","Penaeus monodon","No certification","Rostrum broken","Shrimp behaviour","Calmag","Immunostimulant","Khulna","Physical Injury","Broken rostrum","Rostrum","None","Physical"
"2-2-038-06","Small","Penaeus monodon","No certification","Rostrum broken","Shrimp behaviour","K-Max","Immunostimulant","Khulna","Physical Injury","Broken rostrum","Rostrum","None","Physical"
"2-2-038-06","Small","Penaeus monodon","No certification","Rostrum broken","Shrimp behaviour","Mutagen","Immunostimulant, Feed additive","Khulna","Physical Injury","Broken rostrum","Rostrum","None","Physical"
"2-2-038-06","Small","Penaeus monodon","No certification","Rostrum broken","Shrimp behaviour","pH Fixer","Probiotic","Khulna","Physical Injury","Broken rostrum","Rostrum","None","Physical"
"2-2-038-06","Small","Penaeus monodon","No certification","Rostrum broken","Shrimp behaviour","Soda mix","Immunostimulant","Khulna","Physical Injury","Broken rostrum","Rostrum","None","Physical"
"2-2-038-06","Small","Penaeus monodon","No certification","Rostrum broken","Shrimp behaviour","Super Biotic","Probiotic","Khulna","Physical Injury","Broken rostrum","Rostrum","None","Physical"
"2-2-038-06","Small","Penaeus monodon","No certification","Rostrum broken","Shrimp behaviour","Super PS","Probiotic","Khulna","Physical Injury","Broken rostrum","Rostrum","None","Physical"
"2-2-038-06","Small","Penaeus monodon","No certification","Rostrum broken","Shrimp behaviour","Zymetin","Probiotic","Khulna","Physical Injury","Broken rostrum","Rostrum","None","Physical"
"2-2-038-07","Large","Penaeus monodon","No certification","Rostrum broken","Experience","Calmag","Immunostimulant","Khulna","Physical Injury","Broken rostrum","Rostrum","None","Physical"
"2-2-038-07","Large","Penaeus monodon","No certification","Rostrum broken","Shrimp behaviour","pH Fixer","Probiotic","Khulna","Physical Injury","Broken rostrum","Rostrum","None","Physical"
"2-2-038-07","Large","Penaeus monodon","No certification","Rostrum broken","Shrimp behaviour","Soda mix","Immunostimulant","Khulna","Physical Injury","Broken rostrum","Rostrum","None","Physical"
"2-2-038-07","Large","Penaeus monodon","No certification","Rostrum broken","Shrimp behaviour","Super PS","Probiotic","Khulna","Physical Injury","Broken rostrum","Rostrum","None","Physical"
"2-2-038-08","Small","Penaeus monodon","No certification","WSSV","Experience","Calmag","Immunostimulant","Khulna","WSSV","White spots on carapace, appendages and cuticle","Body/appendages","Virus","Infectious"
"2-2-038-08","Small","Penaeus monodon","No certification","Antenna broken","Other farmers experience","K-Max","Immunostimulant","Khulna","Physical Injury","Broken antenna","Antenna","None","Physical"
"2-2-038-08","Small","Penaeus monodon","No certification","Antenna broken","Shrimp behaviour","Mutagen","Immunostimulant, Feed additive","Khulna","Physical Injury","Broken antenna","Antenna","None","Physical"
"2-2-038-08","Small","Penaeus monodon","No certification","Antenna broken","Mortality rate","pH Fixer","Probiotic","Khulna","Physical Injury","Broken antenna","Antenna","None","Physical"
"2-2-038-08","Small","Penaeus monodon","No certification","Antenna broken","Mortality rate","Soda mix","Immunostimulant","Khulna","Physical Injury","Broken antenna","Antenna","None","Physical"
"2-2-038-08","Small","Penaeus monodon","No certification","Antenna broken","Mortality rate","Super Biotic","Probiotic","Khulna","Physical Injury","Broken antenna","Antenna","None","Physical"
"2-2-038-08","Small","Penaeus monodon","No certification","Antenna broken","Mortality rate","Super PS","Probiotic","Khulna","Physical Injury","Broken antenna","Antenna","None","Physical"
"2-2-038-08","Small","Penaeus monodon","No certification","Antenna broken","Mortality rate","Zymetin","Probiotic","Khulna","Physical Injury","Broken antenna","Antenna","None","Physical"
"2-2-038-09","Medium","Penaeus monodon","No certification","WSSV","Experience","CeVit- Aqua","Vitamins","Khulna","WSSV","White spots on carapace, appendages and cuticle","Body/appendages","Virus","Infectious"
"2-2-038-09","Medium","Penaeus monodon","No certification","WSSV","Mortality rate","Water care","Oxygen supplier, Toxic gas reducer","Khulna","WSSV","White spots on carapace, appendages and cuticle","Body/appendages","Virus","Infectious"
"2-2-038-10","Medium","Penaeus monodon","No certification","WSSV","Experience","A. Soil","Mineral elements","Khulna","WSSV","White spots on carapace, appendages and cuticle","Body/appendages","Virus","Infectious"
"2-2-038-10","Medium","Penaeus monodon","No certification","Antenna broken","Shrimp behaviour","Calmag","Immunostimulant","Khulna","Physical Injury","Broken antenna","Antenna","None","Physical"
"2-2-038-10","Medium","Penaeus monodon","No certification","Antenna broken","Mortality rate","CeVit- Aqua","Vitamins","Khulna","Physical Injury","Broken antenna","Antenna","None","Physical"
"2-2-038-10","Medium","Penaeus monodon","No certification","Antenna broken","Mortality rate","K-Max","Immunostimulant","Khulna","Physical Injury","Broken antenna","Antenna","None","Physical"
"2-2-038-10","Medium","Penaeus monodon","No certification","Antenna broken","Mortality rate","Mutagen","Immunostimulant, Feed additive","Khulna","Physical Injury","Broken antenna","Antenna","None","Physical"
"2-2-038-10","Medium","Penaeus monodon","No certification","Antenna broken","Mortality rate","pH Fixer","Probiotic","Khulna","Physical Injury","Broken antenna","Antenna","None","Physical"
"2-2-038-10","Medium","Penaeus monodon","No certification","Antenna broken","Mortality rate","Soda mix","Immunostimulant","Khulna","Physical Injury","Broken antenna","Antenna","None","Physical"
"2-2-038-10","Medium","Penaeus monodon","No certification","Antenna broken","Mortality rate","Super Biotic","Probiotic","Khulna","Physical Injury","Broken antenna","Antenna","None","Physical"
"2-2-038-10","Medium","Penaeus monodon","No certification","Antenna broken","Mortality rate","Super PS","Probiotic","Khulna","Physical Injury","Broken antenna","Antenna","None","Physical"
"2-2-038-10","Medium","Penaeus monodon","No certification","Antenna broken","Mortality rate","Zymetin","Probiotic","Khulna","Physical Injury","Broken antenna","Antenna","None","Physical"
"2-2-038-11","Medium","Penaeus monodon","No certification","WSSV","Experience","CeVit- Aqua","Vitamins","Khulna","WSSV","White spots on carapace, appendages and cuticle","Body/appendages","Virus","Infectious"
"2-2-038-11","Medium","Penaeus monodon","No certification","WSSV","Mortality rate","Water care","Oxygen supplier, Toxic gas reducer","Khulna","WSSV","White spots on carapace, appendages and cuticle","Body/appendages","Virus","Infectious"
"2-2-038-11","Medium","Penaeus monodon","No certification","WSSV","Shrimp behaviour","Water care","Oxygen supplier, Toxic gas reducer","Khulna","WSSV","White spots on carapace, appendages and cuticle","Body/appendages","Virus","Infectious"
"2-2-038-12","Small","Penaeus monodon","No certification","Antenna broken","Experience","Calmag","Immunostimulant","Khulna","Physical Injury","Broken antenna","Antenna","None","Physical"
"2-2-038-12","Small","Penaeus monodon","No certification","Antenna broken","Mortality rate","K-Max","Immunostimulant","Khulna","Physical Injury","Broken antenna","Antenna","None","Physical"
"2-2-038-12","Small","Penaeus monodon","No certification","Antenna broken","Mortality rate","Soda mix","Immunostimulant","Khulna","Physical Injury","Broken antenna","Antenna","None","Physical"
"2-2-038-13","Small","Penaeus monodon","No certification","WSSV","Experience","China Aqua Jet Plus","Bactericide/fungicide/virustatic","Khulna","WSSV","White spots on carapace, appendages and cuticle","Body/appendages","Virus","Infectious"
